user_id,amount,platform,category,received_at,month
user_0006,2874.34,Toptal,Mobile Dev,2023-03-05,2023-02
user_0006,14951.98,Khamsat,Web Development,2023-03-14,2023-02
user_0006,1460.92,PeoplePerHour,UI/UX,2023-04-18,2023-03
user_0006,18.46,Upwork,Data Analysis,2023-03-29,2023-03
user_0006,1320.59,Local Agency,Mobile Dev,2023-04-03,2023-03
user_0006,1786.58,Direct Client,Mobile Dev,2023-05-21,2023-04
user_0006,1484.48,Local Agency,Content Writing,2023-05-06,2023-04
user_0006,10694.15,Toptal,Web Development,2023-05-30,2023-05
user_0006,6766.15,Khamsat,UI/UX,2023-06-09,2023-05
user_0006,16154.89,Mostaql,Web Development,2023-07-10,2023-06
user_0006,10996.25,Khamsat,Translation,2023-08-15,2023-07
user_0006,529.31,PeoplePerHour,UI/UX,2023-09-16,2023-08
user_0006,1135.03,Toptal,Graphic Design,2023-10-07,2023-09
user_0006,7272.51,Direct Client,Mobile Dev,2023-10-05,2023-09
user_0006,6269.28,Local Agency,UI/UX,2023-11-17,2023-10
user_0006,10965.11,PeoplePerHour,Translation,2023-12-14,2023-11
user_0006,1379.66,Upwork,Video Editing,2023-12-30,2023-12
user_0006,8078.99,Freelancer.com,SEO,2024-01-04,2023-12
user_0006,1763.27,Khamsat,Web Development,2023-12-31,2023-12
user_0006,5674.78,Local Agency,Translation,2024-02-16,2024-01
user_0006,10167.47,Upwork,Graphic Design,2024-03-27,2024-03
user_0006,2879.92,Direct Client,SEO,2024-03-28,2024-03
user_0006,3377.6,Direct Client,UI/UX,2024-03-25,2024-03
user_0006,3536.74,Freelancer.com,Content Writing,2024-05-04,2024-04
user_0006,2062.69,Local Agency,Video Editing,2024-04-21,2024-04
user_0007,2348.54,PeoplePerHour,Accounting,2022-06-25,2022-06
user_0007,2638.53,Local Agency,SEO,2022-06-17,2022-06
user_0007,2622.78,Mostaql,Web Development,2022-06-06,2022-06
user_0007,3606.68,Freelancer.com,Mobile Dev,2022-07-24,2022-07
user_0007,2269.35,Upwork,Web Development,2022-08-17,2022-07
user_0007,1657.79,Toptal,UI/UX,2022-08-24,2022-07
user_0007,6222.49,Freelancer.com,Graphic Design,2022-08-24,2022-07
user_0007,5420.75,Khamsat,Mobile Dev,2022-09-11,2022-08
user_0007,1561.61,Khamsat,Translation,2022-09-06,2022-08
user_0007,18702.42,PeoplePerHour,Video Editing,2022-10-20,2022-09
user_0007,431.44,Local Agency,Content Writing,2022-11-06,2022-10
user_0007,355.55,Mostaql,Accounting,2022-11-20,2022-10
user_0007,4885.56,Local Agency,Accounting,2022-11-17,2022-10
user_0007,109.87,Local Agency,UI/UX,2022-12-09,2022-11
user_0007,5348.06,Freelancer.com,Translation,2022-12-05,2022-11
user_0007,6464.1,Upwork,UI/UX,2022-12-28,2022-12
user_0007,8069.48,Upwork,Translation,2023-02-11,2023-01
user_0007,4845.24,Khamsat,Accounting,2023-03-11,2023-02
user_0007,13820.6,Toptal,SEO,2023-04-14,2023-03
user_0007,6164.13,Direct Client,Data Analysis,2023-05-09,2023-04
user_0007,3356.1,Toptal,Mobile Dev,2023-04-29,2023-04
user_0007,1378.84,Khamsat,Data Analysis,2023-06-18,2023-05
user_0007,7936.47,Khamsat,SEO,2023-06-16,2023-05
user_0007,15598.92,Local Agency,Data Analysis,2023-07-10,2023-06
user_0007,7674.55,Upwork,UI/UX,2023-07-30,2023-07
user_0007,9342.84,Upwork,Mobile Dev,2023-10-08,2023-09
user_0007,20863.66,Local Agency,Video Editing,2023-11-18,2023-10
user_0007,10341.73,Mostaql,Web Development,2023-12-17,2023-11
user_0007,4897.99,Direct Client,Data Analysis,2023-12-28,2023-12
user_0007,610.79,Upwork,Graphic Design,2024-01-04,2023-12
user_0007,6472.5,Direct Client,Web Development,2024-02-05,2024-01
user_0007,8648.18,Direct Client,Translation,2024-03-13,2024-02
user_0007,1377.39,Upwork,UI/UX,2024-03-27,2024-03
user_0007,5944.95,Freelancer.com,Data Analysis,2024-04-07,2024-03
user_0007,1263.62,Khamsat,Mobile Dev,2024-04-06,2024-03
user_0007,6813.25,Toptal,Video Editing,2024-04-28,2024-04
user_0007,11102.07,Mostaql,Data Analysis,2024-04-21,2024-04
user_0007,9867.3,Freelancer.com,SEO,2024-05-09,2024-04
user_0008,13146.14,Freelancer.com,SEO,2022-06-13,2022-06
user_0008,17750.5,PeoplePerHour,UI/UX,2022-07-09,2022-07
user_0008,5022.63,Freelancer.com,Accounting,2022-08-01,2022-07
user_0008,521.75,Khamsat,SEO,2022-09-14,2022-08
user_0008,48.18,PeoplePerHour,Data Analysis,2022-09-18,2022-08
user_0008,2182.27,PeoplePerHour,Content Writing,2022-09-15,2022-08
user_0008,4679.29,Local Agency,Content Writing,2022-10-14,2022-09
user_0008,1308.43,Direct Client,Data Analysis,2022-10-18,2022-09
user_0008,4809.93,Direct Client,Accounting,2022-11-01,2022-10
user_0008,3303.12,Toptal,Web Development,2022-11-11,2022-10
user_0008,487.13,Direct Client,Data Analysis,2022-11-28,2022-11
user_0008,6637.82,Freelancer.com,Data Analysis,2022-12-06,2022-11
user_0008,1250.98,PeoplePerHour,Video Editing,2022-12-31,2022-12
user_0008,6232.95,Upwork,Content Writing,2023-01-09,2022-12
user_0008,8408.78,Local Agency,Web Development,2023-02-11,2023-01
user_0008,193.54,Mostaql,Translation,2023-02-16,2023-01
user_0008,111.76,Local Agency,UI/UX,2023-01-31,2023-01
user_0008,7865.11,Upwork,UI/UX,2023-03-21,2023-02
user_0008,293.77,PeoplePerHour,UI/UX,2023-03-07,2023-02
user_0008,3409.49,PeoplePerHour,Graphic Design,2023-04-22,2023-03
user_0008,1812.93,Khamsat,Web Development,2023-04-01,2023-03
user_0008,4116.97,Toptal,Content Writing,2023-05-02,2023-04
user_0008,2453.95,Freelancer.com,Data Analysis,2023-05-16,2023-04
user_0008,10075.63,Freelancer.com,Translation,2023-06-09,2023-05
user_0008,5256.12,Direct Client,UI/UX,2023-07-05,2023-06
user_0008,3662.66,Mostaql,Graphic Design,2023-07-05,2023-06
user_0008,17984.07,Upwork,Translation,2023-08-11,2023-07
user_0008,8499.87,Khamsat,Video Editing,2023-09-09,2023-08
user_0008,459.12,Mostaql,Mobile Dev,2023-10-10,2023-09
user_0008,10225.81,Upwork,Translation,2023-10-17,2023-09
user_0008,6462.82,Upwork,Accounting,2023-11-02,2023-10
user_0008,6224.5,Khamsat,Web Development,2023-11-26,2023-11
user_0008,2867.1,Khamsat,Mobile Dev,2023-12-11,2023-11
user_0008,779.39,Direct Client,Mobile Dev,2023-12-03,2023-11
user_0008,5938.08,Freelancer.com,Data Analysis,2024-01-13,2023-12
user_0008,2946.59,Mostaql,Data Analysis,2023-12-27,2023-12
user_0008,8631.28,Direct Client,UI/UX,2024-01-25,2024-01
user_0008,3624.28,PeoplePerHour,Data Analysis,2024-02-02,2024-01
user_0008,10253.16,Mostaql,Graphic Design,2024-02-28,2024-02
user_0008,7392.49,Mostaql,Web Development,2024-03-23,2024-03
user_0008,1500.46,Upwork,Graphic Design,2024-04-06,2024-03
user_0008,19169.56,Local Agency,Accounting,2024-05-09,2024-04
user_0008,3770.13,Khamsat,Video Editing,2024-05-02,2024-04
user_0009,6510.99,Toptal,Accounting,2022-06-11,2022-06
user_0009,85.91,Upwork,SEO,2022-07-19,2022-07
user_0009,350.17,Upwork,Translation,2022-07-02,2022-07
user_0009,63.92,Upwork,SEO,2022-07-24,2022-07
user_0009,2471.97,Local Agency,Translation,2022-08-03,2022-07
user_0009,5244.81,Freelancer.com,UI/UX,2022-08-07,2022-07
user_0009,8282.95,Mostaql,Video Editing,2022-09-05,2022-08
user_0009,1503.01,Khamsat,Content Writing,2022-10-14,2022-09
user_0009,67.86,Local Agency,Translation,2022-10-29,2022-10
user_0009,432.14,Mostaql,SEO,2022-11-22,2022-10
user_0009,2127.74,Upwork,Graphic Design,2022-12-20,2022-11
user_0009,1250.05,PeoplePerHour,UI/UX,2022-12-10,2022-11
user_0009,111.47,Direct Client,Graphic Design,2023-02-13,2023-01
user_0009,194.94,PeoplePerHour,Web Development,2023-02-15,2023-01
user_0009,193.59,PeoplePerHour,Web Development,2023-02-12,2023-01
user_0009,3934.05,Freelancer.com,UI/UX,2023-04-02,2023-03
user_0009,256.94,Freelancer.com,Translation,2023-05-04,2023-04
user_0009,542.87,Direct Client,Mobile Dev,2023-05-20,2023-04
user_0009,2906.7,PeoplePerHour,Data Analysis,2023-05-07,2023-04
user_0009,1432.26,PeoplePerHour,Translation,2023-06-07,2023-05
user_0009,1931.4,Khamsat,Translation,2023-07-18,2023-06
user_0009,425.94,Freelancer.com,Mobile Dev,2023-08-20,2023-07
user_0009,1888.9,Freelancer.com,Graphic Design,2023-08-09,2023-07
user_0009,3333.29,Mostaql,Data Analysis,2023-08-07,2023-07
user_0009,4464.53,Mostaql,Translation,2023-08-28,2023-08
user_0009,440.56,Khamsat,SEO,2023-09-24,2023-09
user_0009,680.82,Mostaql,Translation,2023-10-15,2023-09
user_0009,1140.32,Toptal,Translation,2023-10-05,2023-09
user_0009,6154.66,Direct Client,UI/UX,2023-11-18,2023-10
user_0009,3970.76,PeoplePerHour,Translation,2023-12-13,2023-11
user_0009,1441.32,Local Agency,Data Analysis,2024-01-06,2023-12
user_0009,1211.56,Mostaql,Data Analysis,2024-01-10,2023-12
user_0009,1974.64,Upwork,Content Writing,2024-01-31,2024-01
user_0009,1095.98,Khamsat,Content Writing,2024-02-26,2024-02
user_0009,338.3,Mostaql,Content Writing,2024-04-12,2024-03
user_0009,161.7,Freelancer.com,Web Development,2024-03-29,2024-03
user_0009,6518.93,Mostaql,Mobile Dev,2024-05-02,2024-04
user_0010,2952.12,Toptal,Data Analysis,2022-06-18,2022-06
user_0010,2420.61,Freelancer.com,UI/UX,2022-07-22,2022-07
user_0010,2564.98,Local Agency,SEO,2022-07-08,2022-07
user_0010,382.83,Toptal,Data Analysis,2022-07-01,2022-07
user_0010,2288.88,Direct Client,Content Writing,2022-08-09,2022-07
user_0010,2935.1,PeoplePerHour,SEO,2022-08-14,2022-07
user_0010,2916.89,Local Agency,Translation,2022-09-23,2022-08
user_0010,2549.24,Freelancer.com,Content Writing,2022-10-12,2022-09
user_0010,1765.22,PeoplePerHour,Translation,2022-11-17,2022-10
user_0010,112.34,Local Agency,Content Writing,2022-12-03,2022-11
user_0010,1948.04,Toptal,Mobile Dev,2022-11-28,2022-11
user_0010,6611.71,Direct Client,UI/UX,2023-01-02,2022-12
user_0010,3888.02,Toptal,Video Editing,2023-01-31,2023-01
user_0010,512.36,Local Agency,Content Writing,2023-02-10,2023-01
user_0010,5324.61,Khamsat,Mobile Dev,2023-03-23,2023-02
user_0010,2198.91,Toptal,Video Editing,2023-02-28,2023-02
user_0010,695.15,Direct Client,Web Development,2023-04-15,2023-03
user_0010,1699.94,Direct Client,Graphic Design,2023-03-28,2023-03
user_0010,2297.65,Direct Client,Data Analysis,2023-04-11,2023-03
user_0010,4937.59,Khamsat,Content Writing,2023-05-10,2023-04
user_0010,8300.72,Toptal,Translation,2023-07-18,2023-06
user_0010,1462.38,Direct Client,Data Analysis,2023-08-01,2023-07
user_0010,5938.53,Direct Client,Data Analysis,2023-08-31,2023-08
user_0010,3107.82,Mostaql,Web Development,2023-10-19,2023-09
user_0010,1932.14,PeoplePerHour,Accounting,2023-10-31,2023-10
user_0010,1096.18,Local Agency,Graphic Design,2023-11-14,2023-10
user_0010,485.71,Toptal,SEO,2024-02-13,2024-01
user_0010,14.29,Khamsat,Graphic Design,2024-02-14,2024-01
user_0010,372.36,Upwork,Web Development,2024-05-10,2024-04
user_0010,2561.16,Toptal,Data Analysis,2024-04-29,2024-04
user_0010,1472.69,PeoplePerHour,Content Writing,2024-05-03,2024-04
user_0011,631.39,Upwork,Video Editing,2022-07-16,2022-07
user_0011,3721.52,Mostaql,SEO,2022-07-14,2022-07
user_0011,10341.56,Mostaql,Data Analysis,2022-09-02,2022-08
user_0011,15362.51,Toptal,Content Writing,2022-10-08,2022-09
user_0011,22971.96,PeoplePerHour,Content Writing,2022-12-01,2022-11
user_0011,3381.77,Upwork,Mobile Dev,2022-12-31,2022-12
user_0011,1222.58,Toptal,Graphic Design,2023-02-12,2023-01
user_0011,2399.23,Local Agency,Web Development,2023-02-28,2023-02
user_0011,866.29,Direct Client,Web Development,2023-03-11,2023-02
user_0011,3407.55,Mostaql,Data Analysis,2023-04-04,2023-03
user_0011,656.35,Toptal,Translation,2023-04-15,2023-03
user_0011,1534.0,Mostaql,Mobile Dev,2023-06-07,2023-05
user_0011,11830.0,Toptal,UI/UX,2023-06-13,2023-05
user_0011,4161.11,Upwork,Web Development,2023-06-10,2023-05
user_0011,8.08,Mostaql,Web Development,2023-07-16,2023-06
user_0011,567.9,Local Agency,Data Analysis,2023-06-27,2023-06
user_0011,11514.4,Direct Client,Accounting,2023-08-06,2023-07
user_0011,5372.43,Freelancer.com,Data Analysis,2023-09-11,2023-08
user_0011,5053.89,Toptal,Mobile Dev,2023-11-01,2023-10
user_0011,4205.32,PeoplePerHour,Video Editing,2023-11-12,2023-10
user_0011,1717.55,Direct Client,Video Editing,2023-12-01,2023-11
user_0011,10618.73,Direct Client,Translation,2023-12-03,2023-11
user_0011,6826.1,Upwork,Accounting,2023-12-27,2023-12
user_0011,489.9,Upwork,Web Development,2024-01-07,2023-12
user_0011,168.59,Mostaql,SEO,2024-01-13,2023-12
user_0011,3174.83,Freelancer.com,Graphic Design,2024-02-03,2024-01
